species,image_name,area,diameter,circularity,gray_firstorder_Mean,gray_firstorder_Variance,gray_firstorder_Skewness,gray_firstorder_Kurtosis
Eucalyptus_cinerea,H36_20221009_0001_2.jpg,703276,1054,0.7888025054038965,74.07229367015321,558.6150864068437,0.0686634478481816,3.726759686106536
Eucalyptus_cinerea,H36_20221009_0001_3.jpg,732874,1027,0.8021454304625304,115.1795655347474,209.7383383019417,-0.1271027993574972,5.5572779347648655
Eucalyptus_cinerea,H36_20221009_0002_2.jpg,622023,1043,0.7873296754059896,74.10468464508637,274.5136867247764,0.5758094535565025,4.812369411291887
Eucalyptus_cinerea,H36_20221009_0002_3.jpg,702148,1042,0.8310438741477735,106.27269690741578,427.2156880487268,0.0006532156136144,3.415407230775201
Eucalyptus_cinerea,H36_20221009_0003_2.jpg,701071,1058,0.8203922976721968,94.03835992016832,335.97213765446213,0.4338180999281887,4.024544473839259
Eucalyptus_cinerea,H36_20221009_0003_3.jpg,728816,1060,0.8233328403526373,111.86496423832354,258.2989521733501,0.0477460006376676,4.177736952237435
Eucalyptus_cinerea,H36_20221009_0004_2.jpg,765835,1057,0.8243644988828656,102.1563444856851,263.7908870625963,-0.038069193907858,3.8868598994526753
Eucalyptus_cinerea,H36_20221009_0004_3.jpg,732744,1042,0.817274322466944,108.87576630505104,322.44088677138217,0.3280309841291848,5.679988981882856
Eucalyptus_cinerea,H36_20221009_0005_2.jpg,763504,1064,0.8387996334276041,101.385139392545,360.22810595504944,-0.0433717104473632,3.970731557294576
Eucalyptus_cinerea,H36_20221009_0005_3.jpg,655285,1053,0.7961230775480455,107.0032741598734,315.9598861514554,-0.1571210376607655,3.689531893298085
Eucalyptus_cinerea,H36_20221009_0006_2.jpg,738399,1047,0.8346910564881002,107.26598712649395,242.3267818495748,0.0603805058145704,4.845074650483485
Eucalyptus_cinerea,H36_20221009_0006_3.jpg,706598,1028,0.8223688138910116,89.31763584231416,389.81881678960553,0.6309636001195662,4.0662627535124365
Eucalyptus_cinerea,H36_20221009_0007_2.jpg,816680,1070,0.8264292112894182,98.90202757204663,315.13369660514024,0.1626078491567186,4.334692506013161
Eucalyptus_cinerea,H36_20221009_0007_3.jpg,768246,1050,0.80305289027705,106.06294925475514,249.50309490502835,0.1820862609347693,5.131592133389769
Eucalyptus_cinerea,H36_20221009_0008_2.jpg,682262,1057,0.8201083997185019,109.51926640932288,342.155203433462,-0.1177103820186276,4.119269198198512
Eucalyptus_cinerea,H36_20221009_0008_3.jpg,697946,1036,0.8143047068592973,109.4904255319149,322.1163004595083,0.1228425048169881,4.338001279467737
Eucalyptus_cinerea,H36_20221009_0009_2.jpg,640453,1034,0.8363660161561383,105.02707040361749,362.3953072137535,-0.1813286216075406,3.3831407959532083
Eucalyptus_cinerea,H36_20221009_0009_3.jpg,609262,1044,0.7442231941931979,74.8608481759762,439.4958113114902,0.6689037914981002,4.218157957007919
Eucalyptus_cinerea,H36_20221009_0010_2.jpg,751981,1080,0.7879292081104782,111.8472238812309,232.4846625154187,0.1177115633138393,5.125456164435369
Eucalyptus_cinerea,H36_20221009_0010_3.jpg,689344,1068,0.7786835763692376,98.88325474941696,257.0605501926288,0.3517413747595523,4.650656458267767
Eucalyptus_cinerea,H36_20221009_0011_2.jpg,608662,1062,0.7416585497519385,104.42635562338432,400.4943990563763,0.0058681060434768,3.6877128987397816
Eucalyptus_cinerea,H36_20221009_0011_3.jpg,679891,1059,0.7555984028160341,104.4972458320552,277.762716773204,0.1363292666390446,4.11412521853222
Eucalyptus_cinerea,H36_20221009_0012_2.jpg,641057,1044,0.8248528048842912,102.4159726524678,312.13676223744096,-0.1399820177420377,3.5732347625037395
Eucalyptus_cinerea,H36_20221009_0012_3.jpg,641194,1040,0.786713970678022,102.75115047442966,294.2977300396567,0.1302267643963986,3.881962863982149
Eucalyptus_cinerea,H36_20221009_0013_2.jpg,738007,1059,0.8323830032967281,106.97180016688372,377.1835598936487,-0.0726288463533123,4.34844188149912
Eucalyptus_cinerea,H36_20221009_0013_3.jpg,583736,1030,0.7755183088293972,110.64557701971428,437.3763756066133,0.064375664431522,3.3729594385860624
Eucalyptus_cinerea,H36_20221009_0014_2.jpg,761271,1071,0.8382577026838473,105.38800353993904,265.93172668050795,-0.0153593185014809,4.354831957747857
Eucalyptus_cinerea,H36_20221009_0014_3.jpg,700983,1065,0.8208761652844057,105.85645133964228,235.8956524365019,-0.0945671460402474,4.506863978669782
Eucalyptus_cinerea,H36_20221009_0015_2.jpg,745975,1049,0.8535490726084654,107.86764678335658,248.38248583720176,0.161554526435519,4.809623479766431
Eucalyptus_cinerea,H36_20221009_0015_3.jpg,645288,1044,0.8107674225802762,108.74193184225706,307.03501422554183,0.0821466604305499,4.066617044235204
Eucalyptus_dives,H46_20221013_0001_2.jpg,244417,1024,0.5310739829654456,75.03750656884351,289.6613030019948,1.0347695090574829,6.259128617376788
Eucalyptus_dives,H46_20221013_0001_3.jpg,344493,1023,0.5969879975332002,72.23832447585626,291.80050879046524,1.1679483812696814,6.783339204300233
Eucalyptus_dives,H46_20221013_0002_2.jpg,232051,1023,0.4988927388954335,74.57788530834964,334.9407577230757,1.0709163584455,6.251209990001913
Eucalyptus_dives,H46_20221013_0002_3.jpg,131207,1024,0.3221455893507173,79.30472395096831,313.5471717466432,1.223892544433039,6.602648490260519
Eucalyptus_dives,H46_20221013_0003_2.jpg,204476,1027,0.4513288872321013,77.68067455857381,305.078868816648,1.1254977671748323,6.463323953630801
Eucalyptus_dives,H46_20221013_0003_3.jpg,149438,1029,0.3472244375501105,74.86266770328729,373.5898354924535,1.3931714750727098,6.9917948794352025
Eucalyptus_dives,H46_20221013_0004_2.jpg,212697,1025,0.4580944702909058,71.45958298831862,275.6887455837067,1.2852284307213797,7.278298444012764
Eucalyptus_dives,H46_20221013_0004_3.jpg,220641,1023,0.4536675389220162,76.27096750915553,338.1450373980712,1.0584063171526628,5.945954813274687
Eucalyptus_dives,H46_20221013_0005_2.jpg,197766,1023,0.4489226594817582,70.11951994849406,270.0908796601004,1.160851170883334,7.343059235849864
Eucalyptus_dives,H46_20221013_0005_3.jpg,179216,1028,0.3728486577529178,78.65497828534663,258.3157689108285,1.204639797168788,7.072840807914627
Eucalyptus_dives,H46_20221013_0006_2.jpg,188817,1023,0.3904767705107028,71.44317302173238,380.4244316863209,1.0455021285375814,5.8671649154898
Eucalyptus_dives,H46_20221013_0006_3.jpg,186197,1025,0.4058760028531383,70.39489942490376,288.3473517695059,1.2824465922935826,7.035451475058005
Eucalyptus_dives,H46_20221013_0007_2.jpg,203615,1026,0.4218725816030522,73.78222634780272,359.6716796025761,1.3541650564721288,6.985720303716535
Eucalyptus_dives,H46_20221013_0007_3.jpg,194193,1024,0.4318818589472004,71.64288567711802,340.53510367262174,1.070740367514617,6.152423203506178
Eucalyptus_dives,H46_20221013_0008_2.jpg,134372,1024,0.3136815745132298,76.72193010959147,350.40213242804595,1.192400166647834,6.351990625499944
Eucalyptus_dives,H46_20221013_0008_3.jpg,177432,1023,0.4108194700652519,75.33179633136493,227.4025060198573,1.7460858210443542,9.261851423052786
Eucalyptus_dives,H46_20221013_0009_2.jpg,137425,1030,0.3322236948131446,77.30897285897936,238.6565904877873,1.6235116092401,8.72508134260292
Eucalyptus_dives,H46_20221013_0009_3.jpg,133743,1026,0.3278454870212284,75.54700854700855,299.7101744557674,1.583573055363561,7.299566448253653
Eucalyptus_dives,H46_20221013_0010_2.jpg,135146,1024,0.3305171380028391,79.0993501486948,257.6433806402185,1.464334432829231,8.068259868654168
Eucalyptus_dives,H46_20221013_0010_3.jpg,167444,1044,0.3674784981890462,79.89157062656523,387.7884697691355,1.1492456583693635,5.11210593142863
Eucalyptus_dives,H46_20221013_0011_2.jpg,142899,1027,0.3342280816989911,81.02312656741718,352.02281403333905,1.427059215588113,6.507723444236022
Eucalyptus_dives,H46_20221013_0011_3.jpg,144881,1024,0.3391233878322221,80.82083824456566,312.80111561542947,1.583129133512638,7.195492173417637
Eucalyptus_dives,H46_20221013_0012_2.jpg,187186,1025,0.3743324588962909,71.82089044915475,350.9371741517328,1.0580809890186036,6.152471625903041
Eucalyptus_dives,H46_20221013_0012_3.jpg,223507,1023,0.4860830647385908,71.25615930251715,295.9346228616425,1.4954966267527865,7.647323408238667
Eucalyptus_dives,H46_20221013_0013_2.jpg,205012,1023,0.4503360950715044,72.41746818980327,273.73461357770805,1.3567728281403573,7.964608809388124
Eucalyptus_dives,H46_20221013_0013_3.jpg,170039,1022,0.3865080613006861,80.77731603249751,257.0078494565557,1.0612873739077366,6.516119032510084
Eucalyptus_dives,H46_20221013_0014_2.jpg,165679,1025,0.3813024951095002,74.90353186716965,411.3879255008332,1.066009722260087,5.830689620064365
Eucalyptus_dives,H46_20221013_0014_3.jpg,186841,1047,0.412496420452908,83.57392604734332,398.1889107910228,1.1842693915568936,5.094066365817498
Eucalyptus_dives,H46_20221013_0015_2.jpg,191966,1023,0.4254512024264124,68.02931332829063,312.5820811799342,1.269512024543041,6.783913571732548
Eucalyptus_dives,H46_20221013_0015_3.jpg,246357,1061,0.3836113749280079,74.58384332925337,391.2461898347399,0.5714928419674783,4.877371887148101
Eucalyptus_pauciflora,H32_20221010_0001_2.jpg,189562,1025,0.4231719316821181,78.31454125793422,438.2237045146778,0.157851169060459,3.989419171369332
Eucalyptus_pauciflora,H32_20221010_0001_3.jpg,192644,1034,0.3831771476599596,68.68234389434515,509.3851987567129,0.4946732931185311,4.469371616687631
Eucalyptus_pauciflora,H32_20221010_0002_2.jpg,168064,1029,0.3753712982904993,67.93938730982777,593.6388170699023,0.5271036227746115,4.267796990669286
Eucalyptus_pauciflora,H32_20221010_0002_3.jpg,168375,1022,0.4048337557342701,67.5207788605122,478.5345169189183,0.4516826392141546,4.491156747598893
Eucalyptus_pauciflora,H32_20221010_0003_2.jpg,145492,1023,0.3476839609426388,68.5726355155494,513.1743303821683,0.3827809202025756,4.184717491556248
Eucalyptus_pauciflora,H32_20221010_0003_3.jpg,168879,1025,0.3817354820306774,69.96389583639841,502.24968368960606,0.4022310354999326,4.115953917512574
Eucalyptus_pauciflora,H32_20221010_0004_2.jpg,145567,1026,0.3453030287469092,66.55014289514429,542.9488928150436,0.3647538471431453,4.00095277697531
Eucalyptus_pauciflora,H32_20221010_0004_3.jpg,155199,1023,0.3590171322221093,68.99958398402498,536.0516050085697,0.3940060092241042,3.992136088358799
Eucalyptus_pauciflora,H32_20221010_0005_2.jpg,135004,1023,0.3024547970934384,65.60006319858317,519.9589741213301,0.4445078617923311,4.130039004659811
Eucalyptus_pauciflora,H32_20221010_0005_3.jpg,150349,1045,0.3173836276397155,68.58295910819949,541.7028599672628,0.4683680362781643,4.232024523683784
Eucalyptus_pauciflora,H32_20221010_0006_2.jpg,172255,1025,0.3779098948508124,64.6953318370903,490.4054377837298,0.3850854709413476,3.8221909865218624
Eucalyptus_pauciflora,H32_20221010_0006_3.jpg,138159,1023,0.3097070420400097,74.51063753375854,444.9455427642683,0.2510671117208403,4.1700535157980205
Eucalyptus_pauciflora,H32_20221010_0007_2.jpg,158319,1027,0.3448569940981456,71.31026023890784,564.3881606379574,0.3067009600476845,3.6297160768255647
Eucalyptus_pauciflora,H32_20221010_0007_3.jpg,138975,1023,0.3109732856685502,68.86737980134106,494.34645332850494,0.4755027749916994,4.42348358815577
Eucalyptus_pauciflora,H32_20221010_0008_2.jpg,137738,1025,0.2929237545047141,69.46035941945475,562.4675376386715,0.3742431896994577,3.944449319781645
Eucalyptus_pauciflora,H32_20221010_0008_3.jpg,160403,1023,0.3818022793693858,69.57777640136266,538.4132292457609,0.2718845821988,3.940408677018597
Eucalyptus_pauciflora,H32_20221010_0009_2.jpg,141061,1023,0.2785567339696236,69.74308583968714,516.4766476759165,0.3332324137811474,4.014880774121822
Eucalyptus_pauciflora,H32_20221010_0009_3.jpg,132209,1026,0.3079785392291613,71.28533479412582,529.9786166229292,0.2193985771916319,3.7937722484918495
Eucalyptus_pauciflora,H32_20221010_0010_2.jpg,140683,1031,0.3249871143122477,67.59653430417971,545.0839628146798,0.3534983156683194,4.0263426599555086
Eucalyptus_pauciflora,H32_20221010_0010_3.jpg,141360,1024,0.3397955190562783,65.41255406999606,537.416893965463,0.4538046431159221,4.02626912187772
Eucalyptus_pauciflora,H32_20221010_0011_2.jpg,133327,1024,0.300999046640854,68.0881182151653,540.9709999031081,0.3964443571538042,3.992622696988616
Eucalyptus_pauciflora,H32_20221010_0011_3.jpg,146195,1024,0.3475858392939832,64.79546457848018,578.6996706844255,0.5676996576138714,4.323469349072589
Eucalyptus_pauciflora,H32_20221010_0012_2.jpg,123813,1023,0.3045792118067645,71.780227789703,551.1779760862595,0.4544971551183321,4.4595133440929455
Eucalyptus_pauciflora,H32_20221010_0012_3.jpg,153447,1023,0.3288947661468412,71.07492590243713,541.3977357072699,0.626080331547813,4.500131164679466
Eucalyptus_pauciflora,H32_20221010_0013_2.jpg,143882,1023,0.3479328960735863,72.56031657317132,487.0840802105586,0.331670027577376,3.970040265077179
Eucalyptus_pauciflora,H32_20221010_0013_3.jpg,151978,1030,0.3505383523980881,68.20760660022871,541.7859143663934,0.4703115088847955,4.053687750547184
Eucalyptus_pauciflora,H32_20221010_0014_2.jpg,133207,1029,0.299018483443785,72.6190227915984,531.4520260374665,0.4346100611027303,4.141054360773956
Eucalyptus_pauciflora,H32_20221010_0014_3.jpg,221891,1039,0.4232985965004942,67.41239984037234,557.3538279226499,0.3657995850092675,3.682164410920291
Eucalyptus_pauciflora,H32_20221010_0015_2.jpg,164508,1024,0.3858386070828589,69.9222020210562,544.8517909966428,0.3718500165457784,4.000429832047019
Eucalyptus_pauciflora,H32_20221010_0015_3.jpg,124999,1024,0.2935323973871671,65.81537985529322,529.9849161003152,0.552081366427888,4.297986947121728
Eucalyptus_socialis,H85_20221021_0001_2.jpg,201816,1022,0.4558916712527174,125.76119027785307,239.46625249669364,-0.2365591534016553,4.120711533355083
Eucalyptus_socialis,H85_20221021_0001_3.jpg,197858,1030,0.438466183199822,126.08704001608687,204.07793579912268,0.0469628363589409,4.808382119277575
Eucalyptus_socialis,H85_20221021_0002_2.jpg,159565,1023,0.376105992617873,121.25389323719324,177.8794917979156,-0.0716998005608857,4.694763915892358
Eucalyptus_socialis,H85_20221021_0002_3.jpg,225187,1023,0.4892737279825657,124.7490309092436,151.4808678059735,-0.1690551310804903,5.492730035133365
Eucalyptus_socialis,H85_20221021_0003_2.jpg,154490,1027,0.3545126329854725,128.45220566960927,213.0307493094305,-0.443829083596743,4.596231989903859
Eucalyptus_socialis,H85_20221021_0003_3.jpg,192134,1023,0.4411319137536452,118.6491215355786,247.7057260967842,-0.0882175730853297,3.645552543200514
Eucalyptus_socialis,H85_20221021_0004_2.jpg,217401,1024,0.4791918210218649,128.06076392067823,244.48003872574708,0.1555476328297173,4.036804445677275
Eucalyptus_socialis,H85_20221021_0004_3.jpg,238898,1022,0.4720964419828951,130.48177670368133,167.26160566017435,-0.0414706543854921,5.1497242994689385
Eucalyptus_socialis,H85_20221021_0005_2.jpg,165106,1023,0.3809109541733775,127.31150658714348,194.14086514896172,0.0069312143480114,4.0959311239728295
Eucalyptus_socialis,H85_20221021_0005_3.jpg,223720,1023,0.4847899962101025,117.2551440329218,214.0072405281368,-0.0595265464333685,4.560709018458669
Eucalyptus_socialis,H85_20221021_0006_2.jpg,176916,1023,0.3978912659178259,122.93476001325924,286.1689566954922,-0.4546130663982906,4.322758248386264
Eucalyptus_socialis,H85_20221021_0006_3.jpg,133882,1023,0.3316040467421245,125.541287123576,259.08912815705565,-0.2222110918919203,3.910175878862243
Eucalyptus_socialis,H85_20221021_0007_2.jpg,218084,1027,0.4400621399227787,117.03613715693656,327.3871366035501,-0.3373816812629498,4.299327008018855
Eucalyptus_socialis,H85_20221021_0007_3.jpg,200352,1023,0.4618087715921277,121.20636165923511,239.78331831853075,-0.1757733979889436,4.1584332150295165
Eucalyptus_socialis,H85_20221021_0008_2.jpg,136310,1028,0.3137473611606787,127.279515405673,308.0989344497744,-0.6100894338618825,4.3882695685371695
Eucalyptus_socialis,H85_20221021_0008_3.jpg,152104,1023,0.3401370624413684,126.72880039170884,195.25609986663608,-0.1809833067156443,5.0735155224103
Eucalyptus_socialis,H85_20221021_0009_2.jpg,195109,1034,0.4231263400869423,137.82626138020328,192.5624877232532,-0.927295126846002,6.553440565332809
Eucalyptus_socialis,H85_20221021_0009_3.jpg,269191,1023,0.5568511549621724,135.75587337416047,162.79886765707732,-0.403625672997646,6.254294157811196
Eucalyptus_socialis,H85_20221021_0010_2.jpg,345006,1023,0.6735493190541447,123.89789213632488,242.5098970262029,-0.2936718692159471,4.330098098974344
Eucalyptus_socialis,H85_20221021_0010_3.jpg,223564,1023,0.4792353655602295,124.76798115962676,248.99018303518883,-0.1202239962143069,3.7422048110743753
Eucalyptus_socialis,H85_20221021_0011_2.jpg,156955,1024,0.346727437415714,125.55928363498292,284.3800634787209,-0.3036795872292601,3.892021655827408
Eucalyptus_socialis,H85_20221021_0011_3.jpg,224263,1022,0.5114285170525187,120.4194267148399,185.9385252117395,-0.1828280091386823,5.218374512823304
Eucalyptus_socialis,H85_20221021_0012_2.jpg,189129,1026,0.4111149442729172,129.3631593061347,356.6166233186412,-0.6377479318849868,4.161486562921231
Eucalyptus_socialis,H85_20221021_0012_3.jpg,232262,1024,0.5099341300038033,124.0372088039262,178.99595803936108,-0.1556871909486601,5.90596764826642
Eucalyptus_socialis,H85_20221021_0013_2.jpg,144118,1023,0.3458983908819518,125.7286079402586,222.28400243737204,-0.4047549732969733,4.51216963780536
Eucalyptus_socialis,H85_20221021_0013_3.jpg,154843,1022,0.3708065731429358,133.80330003785036,196.2271020257032,-0.4665817843665616,4.495287417678128
Eucalyptus_socialis,H85_20221021_0014_2.jpg,174390,1033,0.3921330341208177,118.78165453477966,279.994911316313,-0.1875647297820337,3.575192077576179
Eucalyptus_socialis,H85_20221021_0014_3.jpg,145078,1028,0.3385444635109069,123.62674514098002,259.2578064603685,-0.1620183155192364,3.8139626106187072
Eucalyptus_socialis,H85_20221021_0015_2.jpg,265171,1023,0.4304810576177891,126.68234198929454,187.5312112834772,-0.6469492648143608,6.636365746821427
Eucalyptus_socialis,H85_20221021_0015_3.jpg,251379,1026,0.5115604663943145,123.29000479300932,213.01515212494385,-0.2878076754986772,6.157695465496451
